##hsa	Homo sapiens (human)
##Method: BLAST	Options: evalue <= 1e-05
##Summary:	54 succeed, 104 fail

#Query	Gene ID|Gene name|Hyperlink
                    	intracellular organelle part	Gene Ontology	GO:0044446
                    	contractile fiber part	Gene Ontology	GO:0044449
                    	cell part	Gene Ontology	GO:0044464
                    	single-organism process	Gene Ontology	GO:0044699
                    	single-multicellular organism process	Gene Ontology	GO:0044707
                    	single-organism cellular process	Gene Ontology	GO:0044763
                    	single-organism developmental process	Gene Ontology	GO:0044767
                    	response to ethanol	Gene Ontology	GO:0045471
                    	cell development	Gene Ontology	GO:0048468
                    	animal organ development	Gene Ontology	GO:0048513
                    	positive regulation of biological process	Gene Ontology	GO:0048518
                    	negative regulation of biological process	Gene Ontology	GO:0048519
                    	negative regulation of cellular process	Gene Ontology	GO:0048523
                    	muscle organ morphogenesis	Gene Ontology	GO:0048644
                    	anatomical structure formation involved in morphogenesis	Gene Ontology	GO:0048646
                    	tissue morphogenesis	Gene Ontology	GO:0048729
                    	system development	Gene Ontology	GO:0048731
                    	cardiac muscle tissue development	Gene Ontology	GO:0048738
                    	anatomical structure development	Gene Ontology	GO:0048856
                    	cellular developmental process	Gene Ontology	GO:0048869
                    	regulation of biological process	Gene Ontology	GO:0050789
                    	regulation of cellular process	Gene Ontology	GO:0050794
                    	response to stimulus	Gene Ontology	GO:0050896
                    	striated muscle cell differentiation	Gene Ontology	GO:0051146
                    	muscle cell development	Gene Ontology	GO:0055001
                    	striated muscle cell development	Gene Ontology	GO:0055002
                    	cardiac myofibril assembly	Gene Ontology	GO:0055003
                    	cardiac cell development	Gene Ontology	GO:0055006
                    	cardiac muscle cell differentiation	Gene Ontology	GO:0055007
                    	cardiac muscle tissue morphogenesis	Gene Ontology	GO:0055008
                    	cardiac muscle cell development	Gene Ontology	GO:0055013
                    	heart contraction	Gene Ontology	GO:0060047
                    	cardiac muscle contraction	Gene Ontology	GO:0060048
                    	regulation of macromolecule metabolic process	Gene Ontology	GO:0060255
                    	muscle tissue morphogenesis	Gene Ontology	GO:0060415
                    	mesenchyme development	Gene Ontology	GO:0060485
                    	muscle tissue development	Gene Ontology	GO:0060537
                    	negative regulation of cell death	Gene Ontology	GO:0060548
                    	muscle structure development	Gene Ontology	GO:0061061
                    	biological regulation	Gene Ontology	GO:0065007
                    	extracellular exosome	Gene Ontology	GO:0070062
                    	anchoring junction	Gene Ontology	GO:0070161
                    	actin-mediated cell contraction	Gene Ontology	GO:0070252
                    	organelle assembly	Gene Ontology	GO:0070925
                    	organic substance metabolic process	Gene Ontology	GO:0071704
                    	cellular component organization or biogenesis	Gene Ontology	GO:0071840
                    	mesenchyme morphogenesis	Gene Ontology	GO:0072132
                    	cardiovascular system development	Gene Ontology	GO:0072358
                    	circulatory system development	Gene Ontology	GO:0072359
                    	blood microparticle	Gene Ontology	GO:0072562
                    	tissue migration	Gene Ontology	GO:0090130
                    	mesenchyme migration	Gene Ontology	GO:0090131
                    	organic cyclic compound binding	Gene Ontology	GO:0097159
                    	response to alcohol	Gene Ontology	GO:0097305
                    	carbohydrate derivative binding	Gene Ontology	GO:0097367
                    	actin-based cell projection	Gene Ontology	GO:0098858
                    	supramolecular fiber	Gene Ontology	GO:0099512
                    	polymeric cytoskeletal fiber	Gene Ontology	GO:0099513
                    	nucleoside phosphate binding	Gene Ontology	GO:1901265
                    	heterocyclic compound binding	Gene Ontology	GO:1901363
                    	response to oxygen-containing compound	Gene Ontology	GO:1901700
                    	single-organism organelle organization	Gene Ontology	GO:1902589
                    	extracellular vesicle	Gene Ontology	GO:1903561
GOslim:             	extracellular region	Gene Ontology Slim	GO:0005576
                    	extracellular space	Gene Ontology Slim	GO:0005615
                    	intracellular	Gene Ontology Slim	GO:0005622
                    	cell	Gene Ontology Slim	GO:0005623
                    	cytoplasm	Gene Ontology Slim	GO:0005737
                    	cytosol	Gene Ontology Slim	GO:0005829
                    	ATPase activity	Gene Ontology Slim	GO:0016887
////
Query:              	NTX28979
////
Query:              	NTX38478
Gene:               	hsa:71	ACTG1, ACT, ACTG, BRWS2, DFNA20, DFNA26, HEL-176
Entrez Gene ID:      	71
Pathway:            	Inflammation mediated by chemokine and cytokine signaling pathway	PANTHER	P00031
                    	Integrin signalling pathway	PANTHER	P00034
                    	Tight junction	KEGG PATHWAY	hsa04530
                    	Nicotinic acetylcholine receptor signaling pathway	PANTHER	P00044
                    	Leukocyte transendothelial migration	KEGG PATHWAY	hsa04670
                    	Influenza A	KEGG PATHWAY	hsa05164
                    	Hippo signaling pathway	KEGG PATHWAY	hsa04390
                    	Proteoglycans in cancer	KEGG PATHWAY	hsa05205
                    	Huntington disease	PANTHER	P00029
                    	DAP12 signaling	Reactome	R-HSA-2424491
                    	NCAM signaling for neurite out-growth	Reactome	R-HSA-375165
                    	Rap1 signaling pathway	KEGG PATHWAY	hsa04015
                    	EPH-Ephrin signaling	Reactome	R-HSA-2682334
                    	Regulation of actin cytoskeleton	KEGG PATHWAY	hsa04810
                    	Alzheimer disease-presenilin pathway	PANTHER	P00004
                    	Cytoskeletal regulation by Rho GTPase	PANTHER	P00016
                    	Phagosome	KEGG PATHWAY	hsa04145
                    	Viral myocarditis	KEGG PATHWAY	hsa05416
                    	Oxytocin signaling pathway	KEGG PATHWAY	hsa04921
                    	Dilated cardiomyopathy	KEGG PATHWAY	hsa05414
                    	Signaling by FGFR3	Reactome	R-HSA-5654741
                    	Salmonella infection	KEGG PATHWAY	hsa05132
                    	RHO GTPases Activate WASPs and WAVEs	Reactome	R-HSA-5663213
                    	Platelet activation	KEGG PATHWAY	hsa04611
                    	Cadherin signaling pathway	PANTHER	P00012
                    	NGF signalling via TRKA from the plasma membrane	Reactome	R-HSA-187037
                    	Clathrin-mediated endocytosis	Reactome	R-HSA-8856828
                    	Apoptosis	KEGG PATHWAY	hsa04210
                    	Focal adhesion	KEGG PATHWAY	hsa04510
                    	Bacterial invasion of epithelial cells	KEGG PATHWAY	hsa05100
                    	Pathogenic Escherichia coli infection	KEGG PATHWAY	hsa05130
                    	Shigellosis	KEGG PATHWAY	hsa05131
                    	Hypertrophic cardiomyopathy (HCM)	KEGG PATHWAY	hsa05410
                    	Signaling by FGFR	Reactome	R-HSA-190236
                    	Thyroid hormone signaling pathway	KEGG PATHWAY	hsa04919
                    	RAF/MAP kinase cascade	Reactome	R-HSA-5673001
                    	Gap junction trafficking	Reactome	R-HSA-190828
                    	Adherens junction	KEGG PATHWAY	hsa04520
                    	Signaling by Rho GTPases	Reactome	R-HSA-194315
                    	Gap junction trafficking and regulation	Reactome	R-HSA-157858
                    	IRS-mediated signalling	Reactome	R-HSA-112399
                    	Developmental Biology	Reactome	R-HSA-1266738
                    	Vibrio cholerae infection	KEGG PATHWAY	hsa05110
                    	Arrhythmogenic right ventricular cardiomyopathy (ARVC)	KEGG PATHWAY	hsa05412
                    	Signaling by Insulin receptor	Reactome	R-HSA-74752
                    	Signaling by SCF-KIT	Reactome	R-HSA-1433557
                    	Interleukin-3, 5 and GM-CSF signaling	Reactome	R-HSA-512988
                    	Interaction between L1 and Ankyrins	Reactome	R-HSA-445095
                    	Immune System	Reactome	R-HSA-168256
                    	Signaling by PDGF	Reactome	R-HSA-186797
                    	Signalling to RAS	Reactome	R-HSA-167044
                    	Recycling pathway of L1	Reactome	R-HSA-437239
                    	Signaling by Leptin	Reactome	R-HSA-2586552
                    	Cell-extracellular matrix interactions	Reactome	R-HSA-446353
                    	Vesicle-mediated transport	Reactome	R-HSA-5653656
                    	SOS-mediated signalling	Reactome	R-HSA-112412
                    	Adherens junctions interactions	Reactome	R-HSA-418990
                    	ARMS-mediated activation	Reactome	R-HSA-170984
                    	FCERI mediated MAPK activation	Reactome	R-HSA-2871796
                    	Signaling by GPCR	Reactome	R-HSA-372790
                    	FRS-mediated FGFR2 signaling	Reactome	R-HSA-5654700
                    	Axon guidance	Reactome	R-HSA-422475
                    	Gap junction degradation	Reactome	R-HSA-190873
                    	Signalling by NGF	Reactome	R-HSA-166520
                    	Signaling by ERBB4	Reactome	R-HSA-1236394
                    	FRS-mediated FGFR4 signaling	Reactome	R-HSA-5654712
                    	RHO GTPase Effectors	Reactome	R-HSA-195258
                    	Cell junction organization	Reactome	R-HSA-446728
                    	DAP12 interactions	Reactome	R-HSA-2172127
                    	VEGFA-VEGFR2 Pathway	Reactome	R-HSA-4420097
                    	Downstream signaling of activated FGFR2	Reactome	R-HSA-5654696
                    	Downstream signaling of activated FGFR3	Reactome	R-HSA-5654708
                    	Downstream signaling of activated FGFR1	Reactome	R-HSA-5654687
                    	Downstream signaling of activated FGFR4	Reactome	R-HSA-5654716
                    	SHC1 events in EGFR signaling	Reactome	R-HSA-180336
                    	EPH-ephrin mediated repulsion of cells	Reactome	R-HSA-3928665
                    	Fcgamma receptor (FCGR) dependent phagocytosis	Reactome	R-HSA-2029480
                    	FRS-mediated FGFR3 signaling	Reactome	R-HSA-5654706
                    	Signalling to ERKs	Reactome	R-HSA-187687
                    	IGF1R signaling cascade	Reactome	R-HSA-2428924
                    	Frs2-mediated activation	Reactome	R-HSA-170968
                    	Translocation of GLUT4 to the plasma membrane	Reactome	R-HSA-1445148
                    	Cytokine Signaling in Immune system	Reactome	R-HSA-1280215
                    	Signal Transduction	Reactome	R-HSA-162582
                    	MAP2K and MAPK activation	Reactome	R-HSA-5674135
                    	GRB2 events in EGFR signaling	Reactome	R-HSA-179812
                    	VEGFR2 mediated cell proliferation	Reactome	R-HSA-5218921
                    	Regulation of actin dynamics for phagocytic cup formation	Reactome	R-HSA-2029482
                    	Cell-cell junction organization	Reactome	R-HSA-421270
                    	FRS-mediated FGFR1 signaling	Reactome	R-HSA-5654693
                    	IRS-related events triggered by IGF1R	Reactome	R-HSA-2428928
                    	Gastrin-CREB signalling pathway via PKC and MAPK	Reactome	R-HSA-881907
                    	Prolonged ERK activation events	Reactome	R-HSA-169893
                    	Fc epsilon receptor (FCERI) signaling	Reactome	R-HSA-2454202
                    	Insulin receptor signalling cascade	Reactome	R-HSA-74751
                    	Cell-Cell communication	Reactome	R-HSA-1500931
                    	RET signaling	Reactome	R-HSA-8853659
                    	SHC1 events in ERBB4 signaling	Reactome	R-HSA-1250347
                    	L1CAM interactions	Reactome	R-HSA-373760
                    	Signaling by FGFR2	Reactome	R-HSA-5654738
                    	Signaling by Interleukins	Reactome	R-HSA-449147
                    	Signaling by FGFR1	Reactome	R-HSA-5654736
                    	Signaling by FGFR4	Reactome	R-HSA-5654743
                    	RHO GTPases Activate Formins	Reactome	R-HSA-5663220
                    	MAPK1/MAPK3 signaling	Reactome	R-HSA-5684996
                    	Formation of annular gap junctions	Reactome	R-HSA-196025
                    	Interleukin receptor SHC signaling	Reactome	R-HSA-912526
                    	Innate Immune System	Reactome	R-HSA-168249
                    	Downstream signal transduction	Reactome	R-HSA-186763
                    	Signalling to p38 via RIT and RIN	Reactome	R-HSA-187706
                    	Signaling by VEGF	Reactome	R-HSA-194138
                    	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	Reactome	R-HSA-2404192
                    	Interleukin-2 signaling	Reactome	R-HSA-451927
                    	MAPK family signaling cascades	Reactome	R-HSA-5683057
                    	Membrane Trafficking	Reactome	R-HSA-199991
                    	EPHB-mediated forward signaling	Reactome	R-HSA-3928662
                    	Signaling by EGFR	Reactome	R-HSA-177929
                    	RHO GTPases activate IQGAPs	Reactome	R-HSA-5626467
Disease:            	Nervous system diseases	KEGG DISEASE	
                    	Other nervous and sensory system diseases	KEGG DISEASE	
                    	Deafness, autosomal dominant	KEGG DISEASE	H00604
                    	Baraitser-Winter syndrome 2	OMIM	614583
                    	Deafness, autosomal dominant 20/26	OMIM	604717
GO:                 	nucleotide binding	Gene Ontology	GO:0000166
                    	cell activation	Gene Ontology	GO:0001775
                    	nucleoside binding	Gene Ontology	GO:0001882
                    	purine nucleoside binding	Gene Ontology	GO:0001883
                    	tissue homeostasis	Gene Ontology	GO:0001894
                    	retina homeostasis	Gene Ontology	GO:0001895
